market_id,symbol,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,rf_target,peak_pct,trough_pct,return_pct
643017,EA,earnings_beat+direct_company,0.95,train,2025-10-22,0.83,200.75,2025-10-28,200.3,resolution-1d,-0.0085,0.07,-0.25,-0.22
643018,IART,earnings_beat+direct_company,0.9,train,2025-10-31,1.0,12.01,2025-11-03,11.49,resolution-1d,-0.0699,0.0,-7.74,-4.33
643022,JBLU,earnings_beat+direct_company,0.95,train,2025-10-22,0.7,4.62,2025-10-28,4.76,profit_lock_3%,-0.0116,3.46,-12.12,3.0
643023,LH,earnings_beat+direct_company,0.9,train,2025-10-22,0.755,282.84,2025-10-28,266.96,trailing_3.7ATR,-0.0098,1.29,-10.74,-5.62
643038,SOFI,earnings_beat+direct_company,0.95,train,2025-10-22,0.825,27.19,2025-10-23,28.08,rf_target,0.0171,0.0,-2.98,3.27
643047,UBER,earnings_beat+direct_company,0.98,train,2025-10-27,0.695,96.42,2025-11-03,98.35,profit_lock_2%,-0.0067,2.11,-1.96,2.0
643054,MSFT,earnings_beat+direct_company,1.0,train,2025-10-22,0.815,520.54,2025-10-29,551.77,profit_lock_6%,-0.0072,6.37,-0.54,6.0
643033,MSCI,earnings_beat+direct_company,0.9,train,2025-10-22,0.76,537.61,2025-10-27,546.86,rf_target,0.0098,1.91,-0.84,1.72
643036,PYPL,earnings_beat+direct_company,0.95,train,2025-10-22,0.755,68.07,2025-10-23,69.66,rf_target,0.0104,0.0,-0.24,2.34
643053,PAG,earnings_beat+direct_company,0.9,train,2025-10-26,0.7,166.07,2025-10-29,152.68,trailing_3.7ATR,-0.0173,0.0,-8.37,-8.07
643048,UPS,earnings_beat+direct_company,0.98,train,2025-10-22,0.72,87.08,2025-10-28,96.36,resolution-1d,-0.0022,2.57,-0.9,10.66
647504,ALL,earnings_beat+direct_company,0.95,train,2025-10-24,0.825,193.19,2025-11-05,194.75,resolution-1d,-0.0128,1.15,-2.65,0.81
647508,CVNA,earnings_beat+direct_company,0.95,train,2025-10-24,0.85,70.24,2025-10-28,72.35,profit_lock_3%,-0.0409,3.56,-1.91,3.0
647509,CAT,earnings_beat+direct_company,0.98,train,2025-10-24,0.76,522.73,2025-10-27,527.07,rf_target,0.0024,0.0,-0.33,0.83
647510,CMG,earnings_beat+direct_company,1.0,train,2025-10-24,0.735,41.19,2025-10-29,39.76,resolution-1d,-0.0079,0.8,-3.88,-3.47
647808,CVS,earnings_beat+direct_company,1.0,train,2025-10-24,0.785,81.93,2025-10-29,83.57,profit_lock_2%,-0.0095,2.21,-1.95,2.0
647811,EBAY,earnings_beat+direct_company,1.0,train,2025-10-24,0.855,97.2,2025-10-29,100.12,profit_lock_3%,-0.0037,3.8,-1.46,3.0
